province,year,age_group,method,population_urban,myopia_urban,myopia_rate_urban,population_rural,myopia_rural,myopia_rate_rural,method,number of junior secondary school graduates,New Student Enrollment in high school,articulation rate,GDP
Inner Mongolia,2017,1,,,,,,,,,,,,
Jiangsu,2017,1,,,,,,,,,,,,
Jiangxi,2017,1,,,,,,,,,,,,
Jilin,2017,1,,,,,,,,,,,,
Liaoning,2017,1,,,,,,,,,,,,
Ningxia,2017,1,,,,,,,,,,,,
Qinghai,2017,1,,,,,,,,,,,,
Shaanxi,2017,1,,,,,,,,,,,,
Shandong,2017,1,,,,,,,,,,,,
Shanghai,2017,1,,,,,,,,,,,,
Shanxi,2017,1,,,,,,,,,,,,
Sichuan,2017,1,,,,,,,,,,,,
Tianjin,2017,1,,,,,,,,,,,,
Tibet,2017,1,,,,,,,,,,,,
Xinjiang,2017,1,,,,,,,,,,,,
Yunnan,2017,1,,,,,,,,,,,,
Zhejiang,2017,1,,,,,,,,,,,,
Anhui,2018,1,,,,,,,,,,,,
Beijing,2018,1,,,,,,,,,,,,
Chongqing,2018,1,,,,,,,,,,,,
Fujian,2018,1,,,,,,,,,,,,
Gansu,2018,1,,,,,,,,,,,,
Guangdong,2018,1,,,,,,,,,,,,
Guangxi,2018,1,,,,,,,,,,,,
Guizhou,2018,1,,,,,,,,,,,,
Hainan,2018,1,,,,,,,,,,,,
Hebei,2018,1,,,,,,,,,,,,
Heilongjiang,2018,1,,,,,,,,,,,,
Henan,2018,1,,,,,,,,,,,,
Hubei,2018,1,,,,,,,,,,,,
Hunan,2018,1,,,,,,,,,,,,
Inner Mongolia,2018,1,,,,,,,,,,,,
Jiangsu,2018,1,,,,,,,,,,,,
Jiangxi,2018,1,,,,,,,,,,,,
Jilin,2018,1,,,,,,,,,,,,
Liaoning,2018,1,,,,,,,,,,,,
Ningxia,2018,1,,,,,,,,,,,,
Qinghai,2018,1,,,,,,,,,,,,
Shaanxi,2018,1,,,,,,,,,,,,
Shandong,2018,1,,,,,,,,,,,,
Shanghai,2018,1,,,,,,,,,,,,
Shanxi,2018,1,,,,,,,,,,,,
Sichuan,2018,1,,,,,,,,,,,,
Tianjin,2018,1,,,,,,,,,,,,
Tibet,2018,1,,,,,,,,,,,,
Xinjiang,2018,1,,,,,,,,,,,,
Yunnan,2018,1,,,,,,,,,,,,
Zhejiang,2018,1,,,,,,,,,,,,
Anhui,2019,1,,,,,,,,,,,,
Beijing,2019,1,,,,,,,,,,,,
Chongqing,2019,1,,,,,,,,,,,,
Fujian,2019,1,,,,,,,,,,,,
Gansu,2019,1,,,,,,,,,,,,
Guangdong,2019,1,,,,,,,,,,,,
Guangxi,2019,1,,,,,,,,,,,,
Guizhou,2019,1,,,,,,,,,,,,
Hainan,2019,1,,,,,,,,,,,,
Hebei,2019,1,,,,,,,,,,,,
Heilongjiang,2019,1,,,,,,,,,,,,
Henan,2019,1,,,,,,,,,,,,
Hubei,2019,1,,,,,,,,,,,,
Hunan,2019,1,,,,,,,,,,,,
Inner Mongolia,2019,1,,,,,,,,,,,,
Jiangsu,2019,1,,,,,,,,,,,,
Jiangxi,2019,1,,,,,,,,,,,,
Jilin,2019,1,,,,,,,,,,,,
Liaoning,2019,1,,,,,,,,,,,,
Ningxia,2019,1,,,,,,,,,,,,
Qinghai,2019,1,,,,,,,,,,,,
Shaanxi,2019,1,,,,,,,,,,,,
Shandong,2019,1,,,,,,,,,,,,
Shanghai,2019,1,,,,,,,,,,,,
Shanxi,2019,1,,,,,,,,,,,,
Sichuan,2019,1,,,,,,,,,,,,
Tianjin,2019,1,,,,,,,,,,,,
Tibet,2019,1,,,,,,,,,,,,
Xinjiang,2019,1,,,,,,,,,,,,
Yunnan,2019,1,,,,,,,,,,,,
Zhejiang,2019,1,,,,,,,,,,,,
Anhui,2020,1,,,,,,,,,,,,
Beijing,2020,1,,,,,,,,,,,,
Chongqing,2020,1,,,,,,,,,,,,
Fujian,2020,1,,,,,,,,,,,,
Gansu,2020,1,,,,,,,,,,,,
Guangdong,2020,1,,,,,,,,,,,,
Guangxi,2020,1,,,,,,,,,,,,
Guizhou,2020,1,,,,,,,,,,,,
Hainan,2020,1,,,,,,,,,,,,
Hebei,2020,1,,,,,,,,,,,,
Heilongjiang,2020,1,,,,,,,,,,,,
Henan,2020,1,,,,,,,,,,,,
Hubei,2020,1,,,,,,,,,,,,
Hunan,2020,1,,,,,,,,,,,,
Inner Mongolia,2020,1,,,,,,,,,,,,
Jiangsu,2020,1,,,,,,,,,,,,
Jiangxi,2020,1,,,,,,,,,,,,
Jilin,2020,1,,,,,,,,,,,,
Liaoning,2020,1,,,,,,,,,,,,
Ningxia,2020,1,,,,,,,,,,,,
Qinghai,2020,1,,,,,,,,,,,,
Shaanxi,2020,1,,,,,,,,,,,,
Shandong,2020,1,,,,,,,,,,,,
Shanghai,2020,1,,,,,,,,,,,,
Shanxi,2020,1,,,,,,,,,,,,
Sichuan,2020,1,,,,,,,,,,,,
Tianjin,2020,1,,,,,,,,,,,,
Tibet,2020,1,,,,,,,,,,,,
Xinjiang,2020,1,,,,,,,,,,,,
Yunnan,2020,1,,,,,,,,,,,,
Zhejiang,2020,1,,,,,,,,,,,,
Anhui,1998,2,,,,,,,,,,,,
Beijing,1998,2,,,,,,,,,,,,
Chongqing,1998,2,,,,,,,,,,,,
Fujian,1998,2,,,,,,,,,,,,
Gansu,1998,2,,,,,,,,,,,,
Guangdong,1998,2,,,,,,,,,,,,
Guangxi,1998,2,,,,,,,,,,,,
Guizhou,1998,2,,,,,,,,,,,,
Hainan,1998,2,,,,,,,,,,,,
Hebei,1998,2,,,,,,,,,,,,
Heilongjiang,1998,2,,,,,,,,,,,,
Henan,1998,2,,,,,,,,,,,,
Hubei,1998,2,,,,,,,,,,,,
Hunan,1998,2,,,,,,,,,,,,
Inner Mongolia,1998,2,,,,,,,,,,,,
Jiangsu,1998,2,,,,,,,,,,,,
Jiangxi,1998,2,,,,,,,,,,,,
Jilin,1998,2,,,,,,,,,,,,
Liaoning,1998,2,,,,,,,,,,,,
Ningxia,1998,2,,,,,,,,,,,,
Qinghai,1998,2,,,,,,,,,,,,
Shaanxi,1998,2,,,,,,,,,,,,
Shandong,1998,2,,,,,,,,,,,,
Shanghai,1998,2,,,,,,,,,,,,
Shanxi,1998,2,,,,,,,,,,,,
Sichuan,1998,2,,,,,,,,,,,,
Tianjin,1998,2,,,,,,,,,,,,
Tibet,1998,2,,,,,,,,,,,,
Xinjiang,1998,2,,,,,,,,,,,,
Yunnan,1998,2,,,,,,,,,,,,
Zhejiang,1998,2,,,,,,,,,,,,
Anhui,1999,2,,,,,,,,,,,,
Beijing,1999,2,,,,,,,,,,,,
Chongqing,1999,2,,,,,,,,,,,,
Fujian,1999,2,,,,,,,,,,,,
Gansu,1999,2,,,,,,,,,,,,
Guangdong,1999,2,,,,,,,,,,,,
Guangxi,1999,2,,,,,,,,,,,,
Guizhou,1999,2,,,,,,,,,,,,
Hainan,1999,2,,,,,,,,,,,,
Hebei,1999,2,,,,,,,,,,,,
Heilongjiang,1999,2,,,,,,,,,,,,
Henan,1999,2,,,,,,,,,,,,
Hubei,1999,2,,,,,,,,,,,,
Hunan,1999,2,,,,,,,,,,,,
Inner Mongolia,1999,2,,,,,,,,,,,,
Jiangsu,1999,2,,,,,,,,,,,,
Jiangxi,1999,2,,,,,,,,,,,,
Jilin,1999,2,,,,,,,,,,,,
Liaoning,1999,2,,,,,,,,,,,,
Ningxia,1999,2,,,,,,,,,,,,
Qinghai,1999,2,,,,,,,,,,,,
Shaanxi,1999,2,,,,,,,,,,,,
Shandong,1999,2,,,,,,,,,,,,
Shanghai,1999,2,,,,,,,,,,,,
Shanxi,1999,2,,,,,,,,,,,,
Sichuan,1999,2,,,,,,,,,,,,
Tianjin,1999,2,,,,,,,,,,,,
Tibet,1999,2,,,,,,,,,,,,
Xinjiang,1999,2,,,,,,,,,,,,
Yunnan,1999,2,,,,,,,,,,,,
Zhejiang,1999,2,,,,,,,,,,,,
Anhui,2000,2,,,,,,,,,,,,
Beijing,2000,2,,,,,,,,,,,,
Chongqing,2000,2,,,,,,,,,,,,
Fujian,2000,2,,,,,,,,,,,,
Gansu,2000,2,,,,,,,,,,,,
Guangdong,2000,2,,,,,,,,,,,,
Guangxi,2000,2,,,,,,,,,,,,
Guizhou,2000,2,,,,,,,,,,,,
Hainan,2000,2,,,,,,,,,,,,
Hebei,2000,2,,,,,,,,,,,,
Heilongjiang,2000,2,,,,,,,,,,,,
Henan,2000,2,,,,,,,,,,,,
Hubei,2000,2,,,,,,,,,,,,
Hunan,2000,2,,,,,,,,,,,,
Inner Mongolia,2000,2,,,,,,,,,,,,
Jiangsu,2000,2,,,,,,,,,,,,
Jiangxi,2000,2,,,,,,,,,,,,
Jilin,2000,2,,,,,,,,,,,,
Liaoning,2000,2,,,,,,,,,,,,
Ningxia,2000,2,,,,,,,,,,,,
Qinghai,2000,2,,,,,,,,,,,,
Shaanxi,2000,2,,,,,,,,,,,,
Shandong,2000,2,,,,,,,,,,,,
Shanghai,2000,2,,,,,,,,,,,,
Shanxi,2000,2,,,,,,,,,,,,
Sichuan,2000,2,,,,,,,,,,,,
Tianjin,2000,2,,,,,,,,,,,,
Tibet,2000,2,,,,,,,,,,,,
Xinjiang,2000,2,,,,,,,,,,,,
Yunnan,2000,2,,,,,,,,,,,,
Zhejiang,2000,2,,,,,,,,,,,,
Anhui,2001,2,,,,,,,,,,,,
Beijing,2001,2,,,,,,,,,,,,
Chongqing,2001,2,,,,,,,,,,,,
Fujian,2001,2,,,,,,,,,,,,
Gansu,2001,2,,,,,,,,,,,,
Guangdong,2001,2,,,,,,,,,,,,
Guangxi,2001,2,,,,,,,,,,,,
Guizhou,2001,2,,,,,,,,,,,,
Hainan,2001,2,,,,,,,,,,,,
Hebei,2001,2,,,,,,,,,,,,
Heilongjiang,2001,2,,,,,,,,,,,,
Henan,2001,2,,,,,,,,,,,,
Hubei,2001,2,,,,,,,,,,,,
Hunan,2001,2,,,,,,,,,,,,
Inner Mongolia,2001,2,,,,,,,,,,,,
Jiangsu,2001,2,,,,,,,,,,,,
Jiangxi,2001,2,,,,,,,,,,,,
Jilin,2001,2,,,,,,,,,,,,
Liaoning,2001,2,,,,,,,,,,,,
Ningxia,2001,2,,,,,,,,,,,,
Qinghai,2001,2,,,,,,,,,,,,
Shaanxi,2001,2,,,,,,,,,,,,
Shandong,2001,2,,,,,,,,,,,,
Shanghai,2001,2,,,,,,,,,,,,
Shanxi,2001,2,,,,,,,,,,,,
Sichuan,2001,2,,,,,,,,,,,,
Tianjin,2001,2,,,,,,,,,,,,
Tibet,2001,2,,,,,,,,,,,,
Xinjiang,2001,2,,,,,,,,,,,,
Yunnan,2001,2,,,,,,,,,,,,
Zhejiang,2001,2,,,,,,,,,,,,
Anhui,2002,2,,,,,,,,,,,,
Beijing,2002,2,,,,,,,,,,,,
Chongqing,2002,2,,,,,,,,,,,,
Fujian,2002,2,,,,,,,,,,,,
Gansu,2002,2,,,,,,,,,,,,
Guangdong,2002,2,,,,,,,,,,,,
Guangxi,2002,2,,,,,,,,,,,,
Guizhou,2002,2,,,,,,,,,,,,
Hainan,2002,2,,,,,,,,,,,,
Hebei,2002,2,,,,,,,,,,,,
Heilongjiang,2002,2,,,,,,,,,,,,
Henan,2002,2,,,,,,,,,,,,
Hubei,2002,2,,,,,,,,,,,,
Hunan,2002,2,,,,,,,,,,,,
Inner Mongolia,2002,2,,,,,,,,,,,,
Jiangsu,2002,2,,,,,,,,,,,,
Jiangxi,2002,2,,,,,,,,,,,,
Jilin,2002,2,,,,,,,,,,,,
Liaoning,2002,2,,,,,,,,,,,,
Ningxia,2002,2,,,,,,,,,,,,
Qinghai,2002,2,,,,,,,,,,,,
Shaanxi,2002,2,,,,,,,,,,,,
Shandong,2002,2,,,,,,,,,,,,
Shanghai,2002,2,,,,,,,,,,,,
Shanxi,2002,2,,,,,,,,,,,,
Sichuan,2002,2,,,,,,,,,,,,
Tianjin,2002,2,,,,,,,,,,,,
Tibet,2002,2,,,,,,,,,,,,
Xinjiang,2002,2,,,,,,,,,,,,
Yunnan,2002,2,,,,,,,,,,,,
Zhejiang,2002,2,,,,,,,,,,,,
Anhui,2003,2,,,,,,,,,,,,
Beijing,2003,2,,,,,,,,,,,,
Chongqing,2003,2,,,,,,,,,,,,
Fujian,2003,2,,,,,,,,,,,,
Gansu,2003,2,,,,,,,,,,,,
Guangdong,2003,2,,,,,,,,,,,,
Guangxi,2003,2,,,,,,,,,,,,
Guizhou,2003,2,,,,,,,,,,,,
Hainan,2003,2,,,,,,,,,,,,
Hebei,2003,2,,,,,,,,,,,,
Heilongjiang,2003,2,,,,,,,,,,,,
Henan,2003,2,,,,,,,,,,,,
Hubei,2003,2,,,,,,,,,,,,
Hunan,2003,2,,,,,,,,,,,,
Inner Mongolia,2003,2,,,,,,,,,,,,
Jiangsu,2003,2,,,,,,,,,,,,
Jiangxi,2003,2,,,,,,,,,,,,
Jilin,2003,2,,,,,,,,,,,,
Liaoning,2003,2,,,,,,,,,,,,
Ningxia,2003,2,,,,,,,,,,,,
Qinghai,2003,2,,,,,,,,,,,,
Shaanxi,2003,2,,,,,,,,,,,,
Shandong,2003,2,,,,,,,,,,,,
Shanghai,2003,2,,,,,,,,,,,,
Shanxi,2003,2,,,,,,,,,,,,
Sichuan,2003,2,,,,,,,,,,,,
Tianjin,2003,2,,,,,,,,,,,,
Tibet,2003,2,,,,,,,,,,,,
Xinjiang,2003,2,,,,,,,,,,,,
Yunnan,2003,2,,,,,,,,,,,,
Zhejiang,2003,2,,,,,,,,,,,,
Anhui,2004,2,,,,,,,,,,,,
Beijing,2004,2,,,,,,,,,,,,
Chongqing,2004,2,,,,,,,,,,,,
Fujian,2004,2,,,,,,,,,,,,
Gansu,2004,2,,,,,,,,,,,,
Guangdong,2004,2,,,,,,,,,,,,
Guangxi,2004,2,,,,,,,,,,,,
Guizhou,2004,2,,,,,,,,,,,,
Hainan,2004,2,,,,,,,,,,,,
Hebei,2004,2,,,,,,,,,,,,
Heilongjiang,2004,2,,,,,,,,,,,,
Henan,2004,2,,,,,,,,,,,,
Hubei,2004,2,,,,,,,,,,,,
Hunan,2004,2,,,,,,,,,,,,
Inner Mongolia,2004,2,,,,,,,,,,,,
Jiangsu,2004,2,,,,,,,,,,,,
Jiangxi,2004,2,,,,,,,,,,,,
Jilin,2004,2,,,,,,,,,,,,
Liaoning,2004,2,,,,,,,,,,,,
Ningxia,2004,2,,,,,,,,,,,,
Qinghai,2004,2,,,,,,,,,,,,
Shaanxi,2004,2,,,,,,,,,,,,
Shandong,2004,2,,,,,,,,,,,,
Shanghai,2004,2,,,,,,,,,,,,
Shanxi,2004,2,,,,,,,,,,,,
Sichuan,2004,2,,,,,,,,,,,,
Tianjin,2004,2,,,,,,,,,,,,
Tibet,2004,2,,,,,,,,,,,,
Xinjiang,2004,2,,,,,,,,,,,,
Yunnan,2004,2,,,,,,,,,,,,
Zhejiang,2004,2,,,,,,,,,,,,
Anhui,2005,2,,,,,,,,,,,,
Beijing,2005,2,,,,,,,,,,,,
Chongqing,2005,2,,,,,,,,,,,,
Fujian,2005,2,,,,,,,,,,,,
Gansu,2005,2,,,,,,,,,,,,
Guangdong,2005,2,,,,,,,,,,,,
Guangxi,2005,2,,,,,,,,,,,,
Guizhou,2005,2,,,,,,,,,,,,
Hainan,2005,2,,,,,,,,,,,,
Hebei,2005,2,,,,,,,,,,,,
Heilongjiang,2005,2,,,,,,,,,,,,
Henan,2005,2,,,,,,,,,,,,
Hubei,2005,2,,,,,,,,,,,,
Hunan,2005,2,,,,,,,,,,,,
Inner Mongolia,2005,2,,,,,,,,,,,,
Jiangsu,2005,2,,,,,,,,,,,,
Jiangxi,2005,2,,,,,,,,,,,,
Jilin,2005,2,,,,,,,,,,,,
Liaoning,2005,2,,,,,,,,,,,,
Ningxia,2005,2,,,,,,,,,,,,
Qinghai,2005,2,,,,,,,,,,,,
Shaanxi,2005,2,,,,,,,,,,,,
Shandong,2005,2,,,,,,,,,,,,
Shanghai,2005,2,,,,,,,,,,,,
Shanxi,2005,2,,,,,,,,,,,,
Sichuan,2005,2,,,,,,,,,,,,
Tianjin,2005,2,,,,,,,,,,,,
Tibet,2005,2,,,,,,,,,,,,
Xinjiang,2005,2,,,,,,,,,,,,
Yunnan,2005,2,,,,,,,,,,,,
Zhejiang,2005,2,,,,,,,,,,,,
Anhui,2006,2,,,,,,,,,,,,
Beijing,2006,2,,,,,,,,,,,,
Chongqing,2006,2,,,,,,,,,,,,
Fujian,2006,2,,,,,,,,,,,,
Gansu,2006,2,,,,,,,,,,,,
Guangdong,2006,2,,,,,,,,,,,,
Guangxi,2006,2,,,,,,,,,,,,
Guizhou,2006,2,,,,,,,,,,,,
Hainan,2006,2,,,,,,,,,,,,
Hebei,2006,2,,,,,,,,,,,,
Heilongjiang,2006,2,,,,,,,,,,,,
Henan,2006,2,,,,,,,,,,,,
Hubei,2006,2,,,,,,,,,,,,
Hunan,2006,2,,,,,,,,,,,,
Inner Mongolia,2006,2,,,,,,,,,,,,
Jiangsu,2006,2,,,,,,,,,,,,
Jiangxi,2006,2,,,,,,,,,,,,
Jilin,2006,2,,,,,,,,,,,,
Liaoning,2006,2,,,,,,,,,,,,
Ningxia,2006,2,,,,,,,,,,,,
Qinghai,2006,2,,,,,,,,,,,,
Shaanxi,2006,2,,,,,,,,,,,,
Shandong,2006,2,,,,,,,,,,,,
Shanghai,2006,2,,,,,,,,,,,,
Shanxi,2006,2,,,,,,,,,,,,
Sichuan,2006,2,,,,,,,,,,,,
Tianjin,2006,2,,,,,,,,,,,,
Tibet,2006,2,,,,,,,,,,,,
Xinjiang,2006,2,,,,,,,,,,,,
Yunnan,2006,2,,,,,,,,,,,,
Zhejiang,2006,2,,,,,,,,,,,,
Anhui,2007,2,,,,,,,,,,,,
Beijing,2007,2,,,,,,,,,,,,
Chongqing,2007,2,,,,,,,,,,,,
Fujian,2007,2,,,,,,,,,,,,
Gansu,2007,2,,,,,,,,,,,,
Guangdong,2007,2,,,,,,,,,,,,
Guangxi,2007,2,,,,,,,,,,,,
Guizhou,2007,2,,,,,,,,,,,,
Hainan,2007,2,,,,,,,,,,,,
Hebei,2007,2,,,,,,,,,,,,
Heilongjiang,2007,2,,,,,,,,,,,,
Henan,2007,2,,,,,,,,,,,,
Hubei,2007,2,,,,,,,,,,,,
Hunan,2007,2,,,,,,,,,,,,
Inner Mongolia,2007,2,,,,,,,,,,,,
Jiangsu,2007,2,,,,,,,,,,,,
Jiangxi,2007,2,,,,,,,,,,,,
Jilin,2007,2,,,,,,,,,,,,
Liaoning,2007,2,,,,,,,,,,,,
Ningxia,2007,2,,,,,,,,,,,,
Qinghai,2007,2,,,,,,,,,,,,
Shaanxi,2007,2,,,,,,,,,,,,
Shandong,2007,2,,,,,,,,,,,,
Shanghai,2007,2,,,,,,,,,,,,
Shanxi,2007,2,,,,,,,,,,,,
Sichuan,2007,2,,,,,,,,,,,,
Tianjin,2007,2,,,,,,,,,,,,
Tibet,2007,2,,,,,,,,,,,,
Xinjiang,2007,2,,,,,,,,,,,,
Yunnan,2007,2,,,,,,,,,,,,
Zhejiang,2007,2,,,,,,,,,,,,
Anhui,2008,2,,,,,,,,,,,,
Beijing,2008,2,,,,,,,,,,,,
Chongqing,2008,2,,,,,,,,,,,,
Fujian,2008,2,,,,,,,,,,,,
Gansu,2008,2,,,,,,,,,,,,
Guangdong,2008,2,,,,,,,,,,,,
Guangxi,2008,2,,,,,,,,,,,,
Guizhou,2008,2,,,,,,,,,,,,
Hainan,2008,2,,,,,,,,,,,,
Hebei,2008,2,,,,,,,,,,,,
Heilongjiang,2008,2,,,,,,,,,,,,
Henan,2008,2,,,,,,,,,,,,
Hubei,2008,2,,,,,,,,,,,,
Hunan,2008,2,,,,,,,,,,,,
Inner Mongolia,2008,2,,,,,,,,,,,,
Jiangsu,2008,2,,,,,,,,,,,,
Jiangxi,2008,2,,,,,,,,,,,,
Jilin,2008,2,,,,,,,,,,,,
Liaoning,2008,2,,,,,,,,,,,,
Ningxia,2008,2,,,,,,,,,,,,
Qinghai,2008,2,,,,,,,,,,,,
Shaanxi,2008,2,,,,,,,,,,,,
Shandong,2008,2,,,,,,,,,,,,
Shanghai,2008,2,,,,,,,,,,,,
Shanxi,2008,2,,,,,,,,,,,,
Sichuan,2008,2,,,,,,,,,,,,
Tianjin,2008,2,,,,,,,,,,,,
Tibet,2008,2,,,,,,,,,,,,
Xinjiang,2008,2,,,,,,,,,,,,
Yunnan,2008,2,,,,,,,,,,,,
Zhejiang,2008,2,,,,,,,,,,,,
Anhui,2009,2,,,,,,,,,,,,
Beijing,2009,2,,,,,,,,,,,,
Chongqing,2009,2,,,,,,,,,,,,
Fujian,2009,2,,,,,,,,,,,,
Gansu,2009,2,,,,,,,,,,,,
Guangdong,2009,2,,,,,,,,,,,,
Guangxi,2009,2,,,,,,,,,,,,
Guizhou,2009,2,,,,,,,,,,,,
Hainan,2009,2,,,,,,,,,,,,
Hebei,2009,2,,,,,,,,,,,,
Heilongjiang,2009,2,,,,,,,,,,,,
Henan,2009,2,,,,,,,,,,,,
Hubei,2009,2,,,,,,,,,,,,
Hunan,2009,2,,,,,,,,,,,,
Inner Mongolia,2009,2,,,,,,,,,,,,
Jiangsu,2009,2,,,,,,,,,,,,
Jiangxi,2009,2,,,,,,,,,,,,
Jilin,2009,2,,,,,,,,,,,,
Liaoning,2009,2,,,,,,,,,,,,
Ningxia,2009,2,,,,,,,,,,,,
Qinghai,2009,2,,,,,,,,,,,,
Shaanxi,2009,2,,,,,,,,,,,,
Shandong,2009,2,,,,,,,,,,,,
Shanghai,2009,2,,,,,,,,,,,,
Shanxi,2009,2,,,,,,,,,,,,
Sichuan,2009,2,,,,,,,,,,,,
Tianjin,2009,2,,,,,,,,,,,,
Tibet,2009,2,,,,,,,,,,,,
Xinjiang,2009,2,,,,,,,,,,,,
Yunnan,2009,2,,,,,,,,,,,,
Zhejiang,2009,2,,,,,,,,,,,,
Anhui,2010,2,,,,,,,,,,,,
Beijing,2010,2,,,,,,,,,,,,
Chongqing,2010,2,,,,,,,,,,,,
Fujian,2010,2,,,,,,,,,,,,
Gansu,2010,2,,,,,,,,,,,,
Guangdong,2010,2,,,,,,,,,,,,
Guangxi,2010,2,,,,,,,,,,,,
Guizhou,2010,2,,,,,,,,,,,,
Hainan,2010,2,,,,,,,,,,,,
Hebei,2010,2,,,,,,,,,,,,
Heilongjiang,2010,2,,,,,,,,,,,,
Henan,2010,2,,,,,,,,,,,,
Hubei,2010,2,,,,,,,,,,,,
Hunan,2010,2,,,,,,,,,,,,
Inner Mongolia,2010,2,,,,,,,,,,,,
Jiangsu,2010,2,,,,,,,,,,,,
Jiangxi,2010,2,,,,,,,,,,,,
Jilin,2010,2,,,,,,,,,,,,
Liaoning,2010,2,,,,,,,,,,,,
Ningxia,2010,2,,,,,,,,,,,,
Qinghai,2010,2,,,,,,,,,,,,
Shaanxi,2010,2,,,,,,,,,,,,
Shandong,2010,2,,,,,,,,,,,,
Shanghai,2010,2,,,,,,,,,,,,
Shanxi,2010,2,,,,,,,,,,,,
Sichuan,2010,2,,,,,,,,,,,,
Tianjin,2010,2,,,,,,,,,,,,
Tibet,2010,2,,,,,,,,,,,,
Xinjiang,2010,2,,,,,,,,,,,,
Yunnan,2010,2,,,,,,,,,,,,
Zhejiang,2010,2,,,,,,,,,,,,
Anhui,2011,2,,,,,,,,,,,,
Beijing,2011,2,,,,,,,,,,,,
Chongqing,2011,2,,,,,,,,,,,,
Fujian,2011,2,,,,,,,,,,,,
Gansu,2011,2,,,,,,,,,,,,
Guangdong,2011,2,,,,,,,,,,,,
Guangxi,2011,2,,,,,,,,,,,,
Guizhou,2011,2,,,,,,,,,,,,
Hainan,2011,2,,,,,,,,,,,,
Hebei,2011,2,,,,,,,,,,,,
Heilongjiang,2011,2,,,,,,,,,,,,
Henan,2011,2,,,,,,,,,,,,
Hubei,2011,2,,,,,,,,,,,,
Hunan,2011,2,,,,,,,,,,,,
Inner Mongolia,2011,2,,,,,,,,,,,,
Jiangsu,2011,2,,,,,,,,,,,,
Jiangxi,2011,2,,,,,,,,,,,,
Jilin,2011,2,,,,,,,,,,,,
Liaoning,2011,2,,,,,,,,,,,,
Ningxia,2011,2,,,,,,,,,,,,
Qinghai,2011,2,,,,,,,,,,,,
Shaanxi,2011,2,,,,,,,,,,,,
Shandong,2011,2,,,,,,,,,,,,
Shanghai,2011,2,,,,,,,,,,,,
Shanxi,2011,2,,,,,,,,,,,,
Sichuan,2011,2,,,,,,,,,,,,
Tianjin,2011,2,,,,,,,,,,,,
Tibet,2011,2,,,,,,,,,,,,
Xinjiang,2011,2,,,,,,,,,,,,
Yunnan,2011,2,,,,,,,,,,,,
Zhejiang,2011,2,,,,,,,,,,,,
Anhui,2012,2,,,,,,,,,,,,
Beijing,2012,2,,,,,,,,,,,,
Chongqing,2012,2,,,,,,,,,,,,
Fujian,2012,2,,,,,,,,,,,,
Gansu,2012,2,,,,,,,,,,,,
Guangdong,2012,2,,,,,,,,,,,,
Guangxi,2012,2,,,,,,,,,,,,
Guizhou,2012,2,,,,,,,,,,,,
Hainan,2012,2,,,,,,,,,,,,
Hebei,2012,2,,,,,,,,,,,,
Heilongjiang,2012,2,,,,,,,,,,,,
Henan,2012,2,,,,,,,,,,,,
Hubei,2012,2,,,,,,,,,,,,
Hunan,2012,2,,,,,,,,,,,,
Inner Mongolia,2012,2,,,,,,,,,,,,
Jiangsu,2012,2,,,,,,,,,,,,
Jiangxi,2012,2,,,,,,,,,,,,
Jilin,2012,2,,,,,,,,,,,,
Liaoning,2012,2,,,,,,,,,,,,
Ningxia,2012,2,,,,,,,,,,,,
Qinghai,2012,2,,,,,,,,,,,,
Shaanxi,2012,2,,,,,,,,,,,,
Shandong,2012,2,,,,,,,,,,,,
Shanghai,2012,2,,,,,,,,,,,,
Shanxi,2012,2,,,,,,,,,,,,
Sichuan,2012,2,,,,,,,,,,,,
Tianjin,2012,2,,,,,,,,,,,,
Tibet,2012,2,,,,,,,,,,,,
Xinjiang,2012,2,,,,,,,,,,,,
Yunnan,2012,2,,,,,,,,,,,,
Zhejiang,2012,2,,,,,,,,,,,,
Anhui,2013,2,,,,,,,,,,,,
Beijing,2013,2,,,,,,,,,,,,
Chongqing,2013,2,,,,,,,,,,,,
Fujian,2013,2,,,,,,,,,,,,
Gansu,2013,2,,,,,,,,,,,,
Guangdong,2013,2,,,,,,,,,,,,
Guangxi,2013,2,,,,,,,,,,,,
Guizhou,2013,2,,,,,,,,,,,,
Hainan,2013,2,,,,,,,,,,,,
Hebei,2013,2,,,,,,,,,,,,
Heilongjiang,2013,2,,,,,,,,,,,,
Henan,2013,2,,,,,,,,,,,,
Hubei,2013,2,,,,,,,,,,,,
Hunan,2013,2,,,,,,,,,,,,
Inner Mongolia,2013,2,,,,,,,,,,,,
Jiangsu,2013,2,,,,,,,,,,,,
Jiangxi,2013,2,,,,,,,,,,,,
Jilin,2013,2,,,,,,,,,,,,
Liaoning,2013,2,,,,,,,,,,,,
Ningxia,2013,2,,,,,,,,,,,,
Qinghai,2013,2,,,,,,,,,,,,
Shaanxi,2013,2,,,,,,,,,,,,
Shandong,2013,2,,,,,,,,,,,,
Shanghai,2013,2,,,,,,,,,,,,
Shanxi,2013,2,,,,,,,,,,,,
Sichuan,2013,2,,,,,,,,,,,,
Tianjin,2013,2,,,,,,,,,,,,
Tibet,2013,2,,,,,,,,,,,,
Xinjiang,2013,2,,,,,,,,,,,,
Yunnan,2013,2,,,,,,,,,,,,
Zhejiang,2013,2,,,,,,,,,,,,
Anhui,2014,2,,,,,,,,,,,,
